No,News Title,Class,Prediction
23505,Sony and Microsoft Boast Robust Sales Numbers Since Launch,Technology,Technology
51691,"Twitter is not dead, it just smells funny",Business,Entertainment
58360,'The Voice' battle rounds kick off tonight: Shakira has a master plan,Entertainment,Entertainment
16868,Your photos of Mexican food in Toronto,Entertainment,Entertainment
60847,54 of 55 West Virginia Counties See Jobless Rate Drops,Business,Business
13894,Out director Bryan Singer accused of 15-year-old sex crime,Entertainment,Entertainment
53234,Game of Thrones director discusses controversial rape scene,Entertainment,Entertainment
34473,Weird Al goes 'Royal' in latest parody,Entertainment,Entertainment
26898,Idaho Residents To Receive Refunds From E-Book Lawsuit,Business,Business
45236,HP reportedly close to settling suits on Autonomy deal,Business,Business
15008,Recent Helena whooping cough cases prompt concern,Medical,Medical
62846,FCC Protestors Vow To Remain Until Vote,Technology,Technology
9116,Phil Ivey Cashes In With Tenth WSOP Bracelet As Main Event Set To Begin,Entertainment,Entertainment
51490,"Mysterious Rash? iPad, Other Electronics Afflicting Children With Nickel Allergy",Medical,Medical
41865,New Google Street View feature lets you go back in time,Technology,Technology
49242,Apple Price Target Raised to $610.00 at BMO Capital Markets (AAPL),Technology,Business
22816,"Miley Cyrus gives dog Moonie away, says it's 'too soon' after Floyd's death",Entertainment,Entertainment
4764,"“Sorry, I'm Going To Have to Put You On Hold”: 9 Annoying Customer Service  ...",Technology,Technology
43898,Apple preparing for iWatch launch with another high profile hire,Technology,Technology
47797,Study links chronic inflammation to aggressive prostate cancer,Medical,Medical
39032,"Motorola Moto E release date, news and rumors",Technology,Technology
28879,Frat-boy humour that's actually funny,Entertainment,Entertainment
51783,Apple iPhone 6 case shows up in leaked video,Technology,Technology
30861,Turkey's 'Winter Sleep' wins Cannes top Palme d'Or prize,Entertainment,Entertainment
6530,What Maureen Dowd and Everyone Needs to Know About Edible Marijuana,Entertainment,Entertainment
36729,Average US mortgage rates fall,Business,Business
45032,Citigroup sinks 5% after failing Fed 'stress test',Business,Business
32584,Alaska to offer free pregnancy tests in bars,Medical,Medical
13244,Drug Company Releases Medication for Dying Boy,Medical,Medical
6374,HTC One M8: The most beautiful smartphone,Technology,Technology
36814,Scientists Just Built a Better Vagina in a Laboratory,Medical,Technology
8475,"Case-Shiller: Boston home prices rise in March, slower than national average",Business,Business
17625,'Brick Mansions' has some fun moments but is a little too behind the times,Entertainment,Entertainment
31762,Argentina: hopes of a deal strengthen,Business,Business
31301,Amazon Appstore triples selection in a year to 240000 apps,Technology,Technology
30030,Kim Kardashian: Sort of Back to Blonde!,Entertainment,Entertainment
46925,Fox swoops for Gotham,Entertainment,Entertainment
58228,"Katy Perry launches record label, Metamorphosis Music",Entertainment,Entertainment
37141,"Mega pile-on: MPAA sues Kim Dotcom, who's already facing criminal charges",Entertainment,Entertainment
42233,"(2nd LD) Asiana says pilot error, problems in auto throttle system caused San  ...",Business,Business
54557,WATCH: Piers Morgan Signs Off CNN With Gun Control Plea,Entertainment,Entertainment
57736,Apple Reveals Low-Cost iMac Starting At $1099: 4 New Changes To Expect  ...,Technology,Technology
9891,"True Blood needed to end, says HBO exec",Entertainment,Entertainment
7446,EUR/USD: Groundhog Day,Business,Business
58234,New Google map feature lets users look back in time,Technology,Technology
57990,Bradley Cooper Gives One of His Best-Ever Performances as a Trash-Talking  ...,Entertainment,Entertainment
27916,"Third of consumers carrying old debt, new study finds",Business,Medical
6655,You can now tell Google to take pictures for you,Technology,Technology
44087,Here's the Loser From Apple and IBM Teaming Up,Technology,Technology
29605,"'Muppets Most Wanted' full of cleverness, cameos",Entertainment,Entertainment
30265,Microsoft says Xbox One outselling Xbox 360 at same stage in life,Technology,Technology
36072,"Gwyneth Paltrow, Chris Martin Split -- From Her Hints at Their Troubled Marriage  ...",Entertainment,Entertainment
40603,BOE Sees Risk of Further Pound Gain as UK Economy Recovers (1),Business,Business
56502,Smoking E-Cigarettes Is A Surprisingly Effective Way To Quit,Medical,Medical
53067,The Trailer For Brett Ratner's Hercules Lands,Entertainment,Entertainment
36581,"Bob Hastings dies; actor in 'McHale's Navy,' 'General Hospital'",Entertainment,Entertainment
63301,“Sexting” cited as high risk behavior in tweens and teens,Medical,Medical
12513,UK Stocks Post Worst Drop in 4 Months as Airlines Fall,Business,Business
41362,Did Taylor Swift Diss Selena Gomez?,Entertainment,Entertainment
44188,Mick Jagger Pokes Fun at 'Wrinkly Old Men' Monty Python's Reunion (VIDEO),Entertainment,Entertainment
23196,"Cisco, Juniper Issue Heartbleed Alerts",Technology,Technology
15817,"Lana Del Rey sings about sex, love and self-destruction in her latest full-length  ...",Entertainment,Entertainment
51959,"No, it wasn't you or your computer, Facebook is back after crashing  ...",Technology,Technology
32950,Smoke a Cigarette or Go Insane: Which is Deadlier?,Medical,Medical
59012,'Mad Men': A Peggy on the Verge,Entertainment,Entertainment
18213,"Heartbleed bug update: BlackBerry promises fix, Android users kept waiting",Technology,Technology
4938,Teaching seniors to use Internet cuts depression risk,Medical,Medical
7830,"Twitter's Users Are in Asia, but Its Revenue Is in the US",Business,Business
21970,Transcendence – film review,Entertainment,Entertainment
62979,Will Beyonce Be a Bridesmaid in Kim Kardashian's Wedding? — Report,Entertainment,Entertainment
9674,Tony the Tiger Voice Actor Lee Marshall Dies at 64,Entertainment,Entertainment
2241,Celgene Wins Approval for Pill to Treat Psoriatic Arthritis (2),Medical,Medical
5256,"Aereo Internet TV case: Supreme Court justices skeptical, concerned (has video)",Entertainment,Entertainment
43624,Iron Man Director Jon Favreau Admits He Would Have Directed Star Wars If He  ...,Entertainment,Entertainment
43247,"Kris Jenner Posts Vacation Bikini Shot, Just Like Daughter Kim Kardashian",Entertainment,Entertainment
36399,Wal-Mart suing Visa for $5 billion,Business,Business
9858,Inmarsat offers to track commerical jets for free after missing flight MH370,Business,Business
54536,"Kim Kardashian, Kanye West Shop For Designer Duds in Paris; Couple ""Calm  ...",Entertainment,Entertainment
63660,Modi plays catch up to Obama's heap of Facebook likes,Technology,Technology
59017,Daimler tests self-driving truck in plan for production by 2025,Business,Business
6389,Facebook seeks EU antitrust review of WhatsApp deal: source,Technology,Technology
55255,"Older Moms More Likely to Live Long, Long Lives",Medical,Entertainment
24230,Will Smart TVs Succeed At Last? Google Hopes So With Android TV,Technology,Technology
63806,Lorde Meets 'Royals' Inspiration Baseball Player George Brett,Entertainment,Entertainment
8905,Study suggests 1 in 8 American children maltreated before age 18,Medical,Medical
29077,'Game of Thrones:' 3 things to know,Entertainment,Entertainment
40916,Sources: Access Health CT Chief Leaving,Medical,Business
36850,Easter Meals on Wheels for seniors,Medical,Entertainment
46431,Tokyo stocks close up,Business,Business
21400,Google's driverless cars unveiled,Technology,Technology
10083,Sandisk throws $1.1bn at Fusion-IO in data centre push,Business,Business
50072,Visionary or loony? Zuckerberg on spending spree,Technology,Technology
59974,"Reporting Burger King Merger Plans, CBS's Mason Notes Obama Opposition  ...",Business,Business
29093,Can Netflix Keep Growing?,Technology,Technology
58249,UniCredit posts stunning Q4 loss of $21 billion,Entertainment,Business
38844,T-Mobile's Uncarrier 5.0 may include phone unlocking & next-gen billing,Technology,Technology
18398,Jessica Simpson Marries Ex-NFL Player Eric Johnson In Santa Barbara,Entertainment,Entertainment
1008,Chilly fun to fight ALS in Cornwall,Entertainment,Entertainment
50259,iPhone 6 Release Date Nears as Apple to Further Bring Down iPhone 5C Price,Technology,Technology
4394,"Kristen Bell, Jenna Dewan-Tatum, and more pose naked for Allure",Entertainment,Entertainment
41070,"Fox's new schedule: 'Brooklyn Nine-Nine' moves to Sundays, 'Idol' possibly  ...",Entertainment,Entertainment
22288,George Zimmerman Was the 'Special Guest' at a Florida Gun Show,Entertainment,Entertainment
57330,Lifetime to air Whitney Houston-Bobby Brown relationship movie directed by  ...,Entertainment,Entertainment
34263,Mark Wahlberg Was The Best Kids' Choice Awards Host Ever,Entertainment,Entertainment
24235,House approves temporary SGR fix,Medical,Medical
59745,Rihanna leaves NOTHING to the imagination in racy sheer embellished halter  ...,Entertainment,Entertainment
32057,A Commitment but No Kill Switch,Technology,Technology
50966,Uber partners with AT&T to bring preloaded apps to your new phone,Technology,Technology
24259,MH370 search: Government releases data,Business,Business
30969,"Ebola in West Africa: Ebola epidemic likely to worsen, extraordinary response  ...",Medical,Medical
25310,Jet nearly collided with drone over Florida: FAA,Business,Business
43822,GM investment bolsters growth of Tennessee town,Technology,Business
13848,Kim Kardashian Steps Out with New Blonde Hair - See the Pics!,Entertainment,Entertainment
29248,"Gov. Beshear Joins Advocates, Survivors of Colon Cancer",Medical,Medical
10167,Planned closing of North Adams Regional Hospital has politicians scrambling for  ...,Medical,Entertainment
52101,Quebec filmmaker Xavier Dolan could be in running for top prize at Cannes,Entertainment,Entertainment
50767,Alicia Keys – “It's On Again” (Feat. Kendrick Lamar) (Prod. Pharrell),Entertainment,Entertainment
22727,John Legend & Chrissy Teigen Sparkle But Don't Stun At The Met Gala!,Entertainment,Entertainment
15095,"FOREX-Dollar hit by Fed, Swedish crown drops on inflation shock",Business,Business
20707,Gazprom CEO says China gas deal will affect European market,Business,Business
52727,HTC expected to launch new 8.9-inch tablet dubbed 'Volantis',Technology,Technology
1548,Vin Diesel Recorded Dialogue In Six Languages for 'Guardians of the Galaxy  ...,Entertainment,Entertainment
1038,Nissan Profits Rise 36.7% on High Demand in China and US,Business,Business
61708,"Barclays to cut 14000 jobs this year, half in UK",Business,Business
36475,Canadian Xavier Dolan wins major award at Cannes,Entertainment,Entertainment
34136,Titanosaurus: Biggest animal ever unearthed in Argentina,Technology,Technology
30640,HBO's 'Silicon Valley' has potential but no belly laughs,Entertainment,Entertainment
50314,"Actor James Rebhorn, 'Homeland' dad, dies",Entertainment,Entertainment
37287,External: Marine Bunkering(Rotterdam)BV,Business,Technology
31030,"'Muppets Most Wanted' movie review: Kermit the Frog, a comic caper -- and a  ...",Entertainment,Entertainment
1800,Signs of a healthy democracy,Technology,Medical
55587,Hazanavicius drama debuts at Cannes,Entertainment,Entertainment
41856,The Funniest #AskThicke Tweets,Entertainment,Entertainment
57568,John Mayer Is Desperate To Hook Up With Lea Michele And Make Me Vomit In  ...,Entertainment,Entertainment
39753,Report: NSA Used Heartbleed to Spy on People for Years,Technology,Technology
17030,Barclays shares hit 19-month-low on dark pool claims,Business,Business
49355,"Hummus recall affects hummus dip, walnuts at Trader Joe's, Target",Medical,Medical
20315,Facebook criticized for experiment over users,Technology,Technology
20391,'The Hobbit: The Battle of the Five Armies' first trailer debuts,Entertainment,Entertainment
27149,All the global reaction to the latest IPCC climate change report,Technology,Technology
15824,"'Harry Potter' New Story 2014 Written from Author J.K. Rowling, Read Here  ...",Entertainment,Entertainment
1635,WWE News: Main Event television show update,Technology,Business
13471,Lea Michele's Hot New Guy: See Matthew Paetz In a Speedo,Entertainment,Entertainment
23189,Tracy Morgan's Condition Upgraded: 'His Personality Is Starting to Come Back',Entertainment,Entertainment
48659,Postal workers in 27 states rally against Staples privatization plan,Business,Business
9545,"Ford recalls more than 692000 Escape, C-Max models",Technology,Technology
27487,Robert De Niro Crashes Stranger's Home To Watch World Cup,Entertainment,Entertainment
62388,"EUR/USD steady on soothing Putin words, U.S. housing numbers support",Business,Business
51628,Local 3rd grader wins Doodle 4 Google contest,Technology,Technology
33401,Bieber's 'fractured foot DUI defence',Entertainment,Entertainment
59897,Communities that lead in well-being listed,Medical,Technology
44735,Miranda Lambert Covers Rolling Stone's Country Music Issue,Entertainment,Entertainment
59905,"Centenarian Populations Are Growing, Calling For Better End-Of-Life Care To  ...",Medical,Technology
19983,"Maryland scrapping state exchange, Oregon's to get investigated",Business,Business
29293,Get free tickets to 'Million Dollar Arm',Entertainment,Business
2746,Tesla Motors Inc Sees Benefits From The Open Source Movement,Technology,Technology
35917,"Dozens arrests made around world for creators & users of ""Blackshades"" malware",Technology,Technology
10258,Netflix Officially Raises Price for New Customers,Technology,Technology
55023,GM recalls 7.55mln more cars,Technology,Technology
44319,"Lindsay Lohan sues over 'Grand Theft Auto V,' says game character is clearly  ...",Entertainment,Entertainment
15065,"Facebook Will Deliver Internet Via Drones With ""Connectivity Lab"" Project  ...",Technology,Technology
58450,The Latest Mad Men Trailer Is as Stylish as It Is Inscrutable,Entertainment,Entertainment
1253,Marchionne outlines Fiat Chrysler's 5-year plan in email,Business,Business
35352,"State-sponsored hack attacks heavily targeting journalists, Google researchers  ...",Technology,Technology
34653,"Coca-Cola invests in Egypt and Pakistan, sees big sales growth",Business,Business
45545,"App of the Week: ""eventseeker"" recommends events based on your interests",Entertainment,Technology
22411,3 things to watch for in Janet Yellen's first monetary policy speech,Business,Business
11638,Ikea Raising Hourly Pay For US Workers,Business,Business
40894,"Mad Cow Fears Prompt Beef Recall, Including One NYC Restaurant",Medical,Medical
61427,Anthony Lane criticized for 'creepy' Scarlett Johansson profile,Entertainment,Entertainment
63914,Greece makes promising return to bond market,Business,Business
43857,Holy Grail” gas deal between Russia and China scares Bruxelles,Business,Business
6952,Skin Cancer Rise Linked To Package Holidays,Medical,Medical
4242,"First Watch Dogs PC Demo Released, Spot The Differences",Technology,Technology
44869,'Space cherry' tree stumps botanists,Technology,Technology
27454,Robert Downey Jr vows to support son after cocaine possession arrest,Entertainment,Entertainment
27562,'Orphan Black': Jordan Gavaris talks Felix and his lack of pants,Entertainment,Entertainment
20234,Fabien Cousteau Just Spent 31 Days At The Bottom Of The Oceean,Technology,Technology
46578,"T-Mobile's Legere Targets, Mocks AT&T With New Pricing Plan",Technology,Technology
10003,Supreme Court to take on Web's ability to cut cable TV cord,Entertainment,Technology
41766,Supercooled livers are a transplant boost,Medical,Business
61402,"'Sons of Guns' star accused of rape, child molestation",Entertainment,Entertainment
12780,Retail Sales Narrowly Miss Street Views in May,Business,Business
46871,President Obama and Hillary Clinton's Secret Lunch Is More Bad News For  ...,Business,Business
17488,"Happy 50th birthday, Ford Mustang",Technology,Technology
50805,Pfizer reports good results for drug,Medical,Business
50126,Did you know Florida's biggest LGBT Pride is in St Petersburg?,Entertainment,Technology
16616,"Valerie Harper denies reports that she's ""cancer-free""",Entertainment,Entertainment
56209,Airbnb's $10 billion value a sign of sharing-economy momentum,Business,Business
53192,Case-Shiller: Pace of Housing Price Hikes Continues to Slow,Business,Business
63254,International Space Station to get 'corner cafè' (+video),Technology,Technology
30623,Boeing gets $2.8 billion contract from NASA,Technology,Business
63375,"Kathryn Bigelow, Todd Field already planning separate Bowe Bergdahl films",Entertainment,Entertainment
39203,Weird Al's New Music Video is So Tacky,Entertainment,Entertainment
23257,"'Enveloped in dirty air', most cities fail to meet UN agency's new pollution  ...",Technology,Technology
8750,Electric Killer B: Prices for the Mercedes-Benz B-class Electric Drive Start at  ...,Technology,Technology
29078,Megan Fox Is Back & HOTTER Than Ever For A Delicious Cosmo Cover!,Entertainment,Entertainment
35798,How the $7 Billion DOJ Settlement Opens Up a Solid Opportunity to Buy Citigroup,Business,Business
53825,'Transformers' turns into box office behemoth with $100 million openin,Entertainment,Entertainment
23179,Only 128 minutes to save the galaxy so hold on tight,Entertainment,Technology
40492,Animal Rights Activists Warn Public About Toxic Pet Treats Made In China,Business,Business
47986,Microsoft announces Office for iPad,Technology,Technology
5718,Samsung Galaxy Core vs Samsung Galaxy S3 Mini - Top Specs and Price  ...,Technology,Technology
51749,Researchers extend liver preservation for transplantation,Medical,Medical
43905,Obama Signs Executive Orders on Pay Equity,Business,Business
15166,Rolf Harris - Rolf Harris Denies Sex Assaults,Entertainment,Entertainment
59310,Rising caseloads and cuts hit acclaimed early intervention psychosis services,Medical,Business
12564,Lindsay Lohan sues over 'Grand Theft Auto V' character,Entertainment,Entertainment
50607,Jodie Foster Ties the Knot,Entertainment,Entertainment
32454,Uber in Funding Talks for More Than $10B Value,Business,Business
20555,"Watch Usher and Josh Kaufman Sing on The Voice 2014 Live Finals, May 19  ...",Entertainment,Entertainment
30205,ECB says financial integration improves as crisis effect remains,Business,Business
26487,Kelly Clarkson Welcomes Baby Girl,Entertainment,Entertainment
13972,Earnings and corporate deals lift US stocks - New Jersey Herald,Business,Business
57633,Box Office Preview: Johnny Depp's 'Transcendence' Preparing for Soft US Debut,Entertainment,Entertainment
10547,"Paralysed men regain movement after spinal implant, study finds",Medical,Medical
19731,US stocks have their worst week in two years,Business,Business
18595,Ice Bucket Challenge: Matt Damon Uses Flush Water,Entertainment,Entertainment
17680,First vital step in fertilization between sperm and egg discovered,Medical,Medical
15176,NYMEX-US crude oil recoups some losses on Mideast tensions,Business,Business
43128,Kim Emerges In Stunning Boob-Baring Dress As Her BFF Comes For KimYe  ...,Entertainment,Entertainment
55543,Malaysia Airlines: Files recently deleted from pilot's flight simulator,Business,Business
2236,"'Fast & Furious 7' to Use CGI, Body Doubles to Replace Paul Walker",Entertainment,Entertainment
61251,Brittany Murphy's last movie to hit the big screen four years after her death,Entertainment,Entertainment
26971,Review: It's the same old '24' but with less time,Entertainment,Entertainment
45309,"Neil Young on his Pono player at SXSW: 'Once you hear this, you can't go back'",Entertainment,Entertainment
17487,Top 10 Fictional Movie Towns,Business,Entertainment
13029,Facebook in 2020: What will the future hold?,Technology,Technology
26023,Pharrell Wins Video of the Year At BET Awards For Smash Hit 'Happy',Entertainment,Entertainment
19273,Samsung thinks this watch could be the future of health,Technology,Technology
818,"Johnny Winter, Blues Rock Legend, Dead at 70",Entertainment,Entertainment
18145,"PSN Goes Down Yet Again, Sony Working to Resolve the Issue",Technology,Technology
27337,Legendary House Music DJ Frankie Knuckles Dead at 59,Entertainment,Entertainment
32451,Korean War anniversary and GOP disdain for vets,Entertainment,Entertainment
51897,Amazon Prime Users Can Now Stream HBO Shows,Entertainment,Entertainment
46483,"Marco Rubio, ready to run",Technology,Technology
16859,Current Mortgage Interest Rates Remained Unchanged at TD Bank on April 29  ...,Technology,Business
51078,Lea Michele not pregnant,Entertainment,Entertainment
50381,Free HIV Testing At Walgreens Through Saturday,Medical,Medical
42241,'Grey's Anatomy' director David Greenspan opens up about Sandra Oh's exit and  ...,Entertainment,Entertainment
46963,West Africa Ebola toll tops 600,Medical,Medical
18405,Flesh eating illness warning for beach lovers,Medical,Medical
55292,"Europe, China Factory Sectors Weaken in March",Business,Business
43379,Death of civil rights activist,Entertainment,Entertainment
32090,Home WhatsOn Celebrity Jay Z's fallen out with Kanye West over marital...,Entertainment,Entertainment
51069,"GLOBAL MARKETS-Asia shares down before China data, euro hit by Draghi",Business,Business
52641,Top Ten Richard Attenborough Quotes,Entertainment,Entertainment
4281,Intergovernmental Panel on Climate Change Report,Technology,Technology
13523,Sunbeds and holidays abroad see number of skin cancer victims rise 600%,Medical,Medical
41578,"If You Want Elon Musk's Attention, Then Run a Random Newspaper Ad",Technology,Technology
46610,YouTube gets crowdfunding for channels,Technology,Technology
57846,High-protein diet could lower stroke risk,Medical,Medical
31585,Skype Just Added a New Feature That's Straight Out of 'Star Trek',Technology,Technology
42878,Chevron Falls as Output Drops Despie Rising Spending,Business,Business
27238,Chinese relatives demand Malaysia apologize over handling of search,Business,Business
35184,James Beard: Purple Pig's Jimmy Bannos Jr. Named Rising Star Chef of Year,Entertainment,Entertainment
2086,Game of Thrones author George RR Martin reacts to shock scene change,Entertainment,Entertainment
31889,Who Said That?,Medical,Business
367,US Airways Tweets Toy Plane In Vagina To Passenger (NSFW PICTURE),Entertainment,Entertainment
47800,Allergan advises shareholders to reject Valeant takeover bid,Business,Business
27778,Recall for the Fiat 500L and its Airbags,Business,Business
44228,Android Is Google's Next Boring Moneymaker,Technology,Technology
36225,Batman TV Prequel 'Gotham' Coming to Fox's 2014-2015 Season,Entertainment,Entertainment
3996,Xbox One sales counting on Titanfall,Technology,Technology
23437,Samsung Galaxy S5 Dual SIM - Official Release Date and Price,Technology,Technology
21390,Watch Peeta Team Up With President Snow in a Creepy New 'Hunger Games  ...,Entertainment,Entertainment
65483,Jack White breaks record for world's fastest studio-to-store record,Entertainment,Entertainment
29236,'Dancing With The Stars' Who Is Going To The Finals?,Entertainment,Entertainment
64674,Former GM Executive to Lead Harley-Davidson's Electric Endeavor,Technology,Technology
10963,US Becoming Tougher Place to Be A Mother,Medical,Entertainment
33615,Morning Scan: JPM's Dimon to Keep Working During Cancer Treatment,Business,Medical
32349,Stocks move higher as investors assess US economy and earnings  ...,Business,Business
44187,"Market News: Medtronic, Inc., Edwards Lifesciences Corp, Netflix, Inc.",Business,Business
41009,Lana Del Rey Is Back On The Market! Find Out The News That Will Give Every  ...,Entertainment,Entertainment
32993,What to Watch on Sunday: Few clues as the final season of 'Mad Men' starts,Entertainment,Entertainment
19383,"Game of Thrones Season 4, Episode 7 Spoilers: The “Aftermath” of the Trial",Entertainment,Entertainment
58141,"Bye, Bye iPad 2: Apple Discontinues the Second-Generation Tablet",Technology,Technology
32777,"Android TV: Google's Play To Beat Apple TV, Roku & Amazon",Technology,Technology
50159,Introducing the Illum: Photography enters new dimensions with Lytro's  ...,Technology,Technology
55129,Marvel's 'Captain America: The Winter Soldier' continues box office dominance,Entertainment,Entertainment
5633,Have a private student loan? Read this,Business,Business
2958,How NSA Shot Itself in Foot by Denying Prior Knowledge of Heartbleed  ...,Technology,Technology
28118,Taxi Protest To Bring London To A Standstill,Business,Business
31225,Flu Vaccine Spray Better Than Shots for Young Children,Medical,Medical
41385,China Stocks Likely To Be Rangebound,Business,Business
51450,Twitter adds 'mute' feature to block users,Technology,Technology
31381,"Kellogg Agrees to Drop ""All Natural"" Label From Kashi",Business,Business
34760,Cancer stats confirm value of colonoscopy,Medical,Medical
15241,Iraq concerns lift top-rated euro zone bonds but Fed limits gains,Business,Business
59752,Google CEO Larry Page believes working too much is bad,Technology,Technology
19240,'The Voice': Battle Rounds Night 3 Recap,Entertainment,Entertainment
8008,The fuss over online privacy,Technology,Technology
2527,"Fox Rolls Out Summer Slate, Highlighted by Faux Prince Harry Dating Show and  ...",Entertainment,Entertainment
40163,Blended is a sad attempt to capitalize on the good memories of Adam Sandler  ...,Entertainment,Entertainment
46133,US Investigators Believe Missing Malaysia Plane Is West Of Australia In Indian  ...,Business,Business
15996,"PET scans could predict extent of recovery from brain injury, trials shows",Medical,Medical
54747,"The Originals Sneak Peek: Season 1, Episode 16 — Elijah Confronts Klaus  ...",Entertainment,Entertainment
4291,Review: 'X-Men: Days of Future Past' takes the franchise to new heights,Entertainment,Entertainment
45279,5 things you need to know Wednesday,Business,Entertainment
35152,Doctors implant lab-grown vaginas,Medical,Medical
26501,"Google doubles the RAM in Glass to 2GB, just in time for Brits to buy",Technology,Technology
36476,We truly blew it.,Entertainment,Entertainment
59746,Google buys drone maker Titan Aerospace,Technology,Technology
49293,Credit Suisse Said Near U.S. Tax Deal for Over $1 Billion,Business,Business
36739,Credit Suisse nears record tax plea,Business,Business
54022,Kanye West a controlling husband?,Entertainment,Entertainment
28297,"Tesla tags Reno for Gigafactory, but won't commit",Technology,Technology
19517,Could You Be A Friend To Someone With Dementia?,Medical,Medical
63593,WWDC 2014: five key points from Apple's address,Technology,Technology
2924,As I Lay Dying singer sentenced to six years in prison for plotting to kill ex-wife,Entertainment,Entertainment
24947,Office for Apple Inc. (AAPL) iPad Is 'Positive' Move: Analyst,Technology,Technology
9353,'I wanna Marry Harry' Season 1: Episode 1: Recap - Prince Harry Lookalike  ...,Entertainment,Entertainment
29395,Google Creating New 7-Inch Tablet Capable of Capturing 3-D Images,Technology,Technology
41879,Authorities probe fall of acrobats during hair-hanging stunt at Ringling Bros  ...,Entertainment,Entertainment
47933,First Of Three Supermoons Looms Large In Night Sky,Technology,Technology
14802,Avicii's Boston Concert Lands At Least 38 Fans In Hospital With Dehydration  ...,Entertainment,Entertainment
56505,'Goonies 2' rumors are good enough for us,Entertainment,Entertainment
32468,Bruce Jenner Will Walk Kim Kardashian Down The Aisle On Her Wedding Day,Entertainment,Entertainment
29472,Microsoft said to announce job cuts as soon as this week,Technology,Technology
43294,Beyonce and JayZ finally reveal why Solange attacked him,Entertainment,Entertainment
47018,"The Bachelorette Season 10 Finale Spoilers: Live Stream, How to Watch, Time  ...",Entertainment,Entertainment
9613,"GM, Hyundai models win most JD Power quality awards",Technology,Technology
52859,Draghi's Doctrine Seen Bolstering Best-Performing Bonds,Business,Business
49945,Glastonbury and Street residents have above average risk of developing skin  ...,Medical,Medical
5088,Jessica Simpson wells at wedding rehearsal dinner,Entertainment,Entertainment
56183,Amazon Launches Free Music Service for Members,Entertainment,Entertainment
50436,Jack White makes limited vinyl record of live show in under 4 hours,Entertainment,Entertainment
26391,BET Awards had showstopping moments,Entertainment,Entertainment
54988,Study: 44 percent of Twitter users have hever sent a single tweet,Technology,Technology
5066,It Turns Out Asteroids Can Have Rings. But Why?,Technology,Technology
27764,P&M: Fed grants four banks more time to submit capital plans,Business,Business
8728,Foreclosures Drive Up Suicide Rates,Medical,Business
60942,Vatican Bank profits fall,Business,Business
16700,"'Internet's Own Boy' hits theaters, relays the story of an Internet activist",Technology,Technology
16217,"Here come the custom Android Wear watch faces, first up a Binary Clock",Technology,Technology
44025,"Recalls Causing Panic, Sometimes Just a Quick Fix",Technology,Technology
11537,Rupert Murdoch's £8bn bid to merge European TV assets,Business,Business
28761,"GM Waited Years To Perform Recall, Again",Technology,Technology
33168,GoPro Fetch – See The World From Your Dog's Point Of View,Technology,Business
32637,"Andrew Garfield, Emma Stone awkwardly kiss on 'SNL'",Entertainment,Entertainment
19968,"Fox News Host: The Bachelorette's Andi Is a ""Slut""",Entertainment,Entertainment
37258,Licensed Taxi Drivers go on strike as Uber claims 850% Growth,Business,Business
27504,"Prince Reissuing Purple Rain, Promises New Music Under New Warner Bros. Deal",Entertainment,Entertainment
6838,Obama to sign orders to narrow gender gap in wages,Business,Business
23919,'Dancing With the Stars' week 8 has 'Dance Moms' Abby Lee Miller guest judge,Entertainment,Entertainment
45661,"80000 party at Israel gay parade, area's biggest",Entertainment,Entertainment
20324,US IRS audited fewer wealthy Americans in 2013,Business,Business
10946,Novartis plans to test Alzheimer's drugs in patients without symptoms,Medical,Medical
44748,Six songs to replace 'The Star-Spangled Banner' as the national anthem,Entertainment,Entertainment
32363,Portlanders scramble over boil water order,Medical,Business
28905,"Russia to Limit State Procurement of Imported Cars, Apple in Talks with Comcast  ...",Technology,Technology
48477,Feature: Venice film festival seeks fresh angle in int'l cinema,Entertainment,Entertainment
20684,Is Sen. Marco Rubio Really Ready to Be President?,Technology,Technology
59175,"Movies in Theaters This Wednesday, July 2-4, 2014: Tammy, Deliver Us From  ...",Entertainment,Entertainment
22713,Galaxy Gear 2 and Gear Fit - Official Prices and Release Date,Technology,Technology
41714,Tori Spelling admits she missed Dean after affair and felt weak for it,Entertainment,Entertainment
61279,Nick Cannon buys Mariah Carey diamond bracelet as birthday present,Entertainment,Entertainment
29245,Promise seen with Pfizer breast cancer drug,Medical,Medical
30178,Why Apple Wants Beats and Other Fascinating News on the Web,Technology,Technology
48817,VIDEO: Vin Diesel Talks 'Guardians of Galaxy' & More on TONIGHT,Entertainment,Entertainment
58366,"Like Madonna, Do All Celebrities Just Get Out Of Jury Service?",Entertainment,Entertainment
22545,Samsung Gear Solo Will Be A Tizen Powered Stand Alone Smartwatch,Technology,Technology
10098,It Seems Ben Affleck Doesn't Like Mark Ruffalo Very Much,Entertainment,Entertainment
4434,Robert Pattinson admits he's still in touch with Kristen Stewart,Entertainment,Entertainment
8637,Video: Michael Bay's 'Teenage Mutant Ninja Turtles' 1st trailer,Entertainment,Entertainment
162,April 15 taxes students,Business,Business
4152,Yahoo Slumps After Alibaba Reports Shrinking Margins,Business,Business
65303,Applications for US jobless aid edge up to 304000,Business,Business
21178,Lohan's mother sentenced to community service,Entertainment,Entertainment
18753,'Approximately Half' Of All PS4 Owners Subscribe To PS Plus,Business,Technology
